ageEstimate;companyName;connectionsCount;country;followable;followersCount;genderEstimate;posTitle;startDate;endDate;ID;type
48.0;Carter Newell;388.0;au;1.0;385.0;male;Special Counsel;2014-03-01;2015-02-01;14550262;train
48.0;Corrs Chambers Westgarth;388.0;au;1.0;385.0;male;Senior Associate;2005-01-01;2009-06-01;14550262;train
48.0;Wotton + Kearney;388.0;au;1.0;385.0;male;Special Counsel;2009-07-01;2014-03-01;14550262;train
34.0;Commonwealth Bank;500.0;au;1.0;1023.0;female;Test Analyst;2014-05-01;2014-11-01;14553595;train
34.0;Cognizant;500.0;au;1.0;1023.0;female;Programmer Analyst (QA & Test Engineering);2010-12-01;2013-06-01;14553595;train
34.0;Origin Energy;500.0;au;1.0;1023.0;female;Lead Test Analyst;2015-01-01;;14553595;train
34.0;The University of Queensland;500.0;au;1.0;779.0;male;Doctoral Researcher;2010-01-01;2014-03-01;14625285;train
34.0;The University of Queensland;500.0;au;1.0;779.0;male;Academic Tutor of Mathematics and Modelling Subjects;2011-07-01;2012-01-01;14625285;train
34.0;The University of Queensland;500.0;au;1.0;779.0;male;Postdoctoral fellow;2014-03-01;2015-08-01;14625285;train
34.0;Phoenix HSL;500.0;au;1.0;779.0;male;Lead Data Scientist - Sports;2015-09-01;;14625285;train
32.0;Westpac;500.0;au;1.0;1313.0;male;Digital Marketing Manager;2013-12-01;2015-11-01;14646181;train
32.0;Westpac;500.0;au;1.0;1313.0;male;Digital Manager - Cross Sales;2013-05-01;2013-12-01;14646181;train
32.0;Destination NSW;500.0;au;1.0;1313.0;male;Digital Campaign Manager;2016-03-01;;14646181;train
32.0;Westpac;500.0;au;1.0;1313.0;male;Digital Optimisation Manager - Insurance;2015-11-01;2016-03-01;14646181;train
30.0;Wingham Brush Public School;2.0;au;1.0;3.0;female;Seasons for Growth Companion Facilitator (Catholic Diocese of Maitland-Newcastle);2009-01-01;2009-12-01;14705903;train
30.0;HomeBase Youth Services;2.0;au;1.0;3.0;female;Youth Worker;2016-01-01;2016-12-01;14705903;train
30.0;Newcastle University;2.0;au;1.0;3.0;female;Project Assistant;2013-01-01;2015-07-01;14705903;train
30.0;Lifeline Australia;2.0;au;1.0;3.0;female;Telephone Crisis Supporter;2007-01-01;2014-12-01;14705903;train
34.0;Department of Family and Community Services (NSW);122.0;au;0.0;122.0;male;Media Officer;2016-08-01;2017-05-01;14715624;train
34.0;University of Technology Sydney;122.0;au;0.0;122.0;male;Social Research & Policy Consultant;2017-05-01;2018-11-01;14715624;train
34.0;Department of Family and Community Services (NSW);122.0;au;0.0;122.0;male;Project Officer (Disability Inclusion & NSW Volunteering);2016-02-01;2016-08-01;14715624;train
34.0;University of Wollongong;122.0;au;0.0;122.0;male;Doctoral Candidate;2012-02-01;2015-11-01;14715624;train
48.0;News Digital Media;500.0;au;1.0;1729.0;male;Product Director - New Products;2008-10-01;2009-06-01;14716888;train
48.0;News Digital Media;500.0;au;1.0;1729.0;male;Product Director - Metros, Regionals & Communities;2009-07-01;2010-07-01;14716888;train
48.0;Temple & Webster;500.0;au;1.0;1729.0;male;Chief Experience Officer & Co-Founder;2011-09-01;;14716888;train
48.0;News Corp;500.0;au;1.0;1729.0;male;Digital Product Director;2010-07-01;2011-09-01;14716888;train
35.0;Cause Corps;500.0;au;1.0;1440.0;;Founder & International Director;2014-01-01;;14731037;train
35.0;Commonwealth Bank;500.0;au;1.0;1440.0;;Director of WOW (No Moss Co);2016-12-01;;14731037;train
35.0;No Moss Co;500.0;au;1.0;1440.0;;Chief Purpose Officer;2013-08-01;;14731037;train
35.0;AVGVS;500.0;au;1.0;1440.0;;Chief Information Officer (No Moss Co);2015-05-01;;14731037;train
46.0;The Australian National University;500.0;au;1.0;631.0;male;Associate Professor;2015-01-01;;14774282;train
46.0;The Australian National University;500.0;au;1.0;631.0;male;Fellow (Senior Lecturer);2010-11-01;2014-12-01;14774282;train
46.0;Amazon;500.0;au;1.0;631.0;male;Principal Research Scientist;2016-11-01;2018-01-01;14774282;train
46.0;Stanford University;500.0;au;1.0;631.0;male;PhD Candidate;2005-01-01;2010-10-01;14774282;train
41.0;Commonwealth Bank;500.0;au;1.0;912.0;female;Digital Experience Lead, Connected Conversations;2017-03-01;;14785480;train
41.0;William Hill;500.0;au;1.0;912.0;female;Head of UX;2015-07-01;2017-03-01;14785480;train
41.0;Commonwealth Bank;500.0;au;1.0;912.0;female;UX Lead;2014-11-01;2015-08-01;14785480;train
41.0;nbn™ Australia;500.0;au;1.0;912.0;female;UX Lead (Contract);2014-08-01;2014-11-01;14785480;train
40.0;Aerocare Flight Support;500.0;au;1.0;977.0;male;Manager - IT Development;2008-07-01;2015-03-01;14834617;train
40.0;Bank of Queensland;500.0;au;1.0;977.0;male;API Product Owner (Secondment);2016-06-01;2016-12-01;14834617;train
40.0;Bank of Queensland;500.0;au;1.0;977.0;male;Technology Business Partner, Business Banking - Enterprise Solutions;2015-03-01;2017-02-01;14834617;train
40.0;Bank of Queensland;500.0;au;1.0;977.0;male;Business Manager, Enterprise Solutions;2017-01-01;2018-06-01;14834617;train
50.0;HCL Technologies;500.0;au;1.0;750.0;male;Sr. Project Manager;2008-07-01;2010-06-01;14869168;train
50.0;HCL Technologies;500.0;au;1.0;750.0;male;Project Manager;2003-07-01;2008-06-01;14869168;train
50.0;HCL Technologies;500.0;au;1.0;750.0;male;Lead Project Manager/Program Manager;2010-07-01;2013-05-01;14869168;train
50.0;Westpac;500.0;au;1.0;750.0;male;Senior Project Manager;2013-07-01;;14869168;train
26.0;University of South Australia;206.0;au;1.0;205.0;female;Pool Lifeguard;2015-09-01;2018-02-01;14887862;train
26.0;University of South Australia;206.0;au;1.0;205.0;female;Swimming Instructor;2013-10-01;2018-02-01;14887862;train
26.0;Camp Mataponi;206.0;au;1.0;205.0;female;Camp Counselor;2017-05-01;2017-08-01;14887862;train
26.0;University of Adelaide;206.0;au;1.0;205.0;female;MyUni Assist Ambassador;2016-05-01;2017-05-01;14887862;train
25.0;Billabong Group - Australia;54.0;au;1.0;54.0;male;IT Helpdesk Technician;2014-11-01;2016-02-01;14891410;train
25.0;Easil;54.0;au;1.0;54.0;male;QA Engineer;2017-06-01;;14891410;train
25.0;Guvera;54.0;au;1.0;54.0;male;Technical Test Analyst;2016-03-01;2017-04-01;14891410;train
49.0;Corrs Chambers Westgarth;497.0;au;1.0;505.0;male;Precedents Manager;2004-04-01;2008-12-01;14915689;train
49.0;Hall & Wilcox;497.0;au;1.0;505.0;male;Legal Excellence & Risk Manager;2010-10-01;;14915689;train
49.0;Corrs Chambers Westgarth;497.0;au;1.0;505.0;male;General Counsel;2007-09-01;2008-08-01;14915689;train
49.0;Hall & Wilcox;497.0;au;1.0;505.0;male;Practice Support Lawyer;2009-09-01;2011-01-01;14915689;train
29.0;IBM;232.0;au;1.0;231.0;;Technical Support Specialist;2010-04-01;2010-11-01;14920269;train
29.0;Ey3 - Web, Database & Information Systems;232.0;au;1.0;231.0;;WordPress Designer;2012-08-01;2012-12-01;14920269;train
29.0;Tabcorp;232.0;au;1.0;231.0;;Web Developer;2018-11-01;;14920269;train
29.0;Tatts Group;232.0;au;1.0;231.0;;Web Developer;2013-02-01;2018-10-01;14920269;train
30.0;BE Campbell Group ;423.0;au;1.0;421.0;female;Senior HR Advisor;2016-08-01;;14935453;train
30.0;BE Campbell Group ;423.0;au;1.0;421.0;female;Group HR Manager;2014-11-01;2016-08-01;14935453;train
30.0;BE Campbell Group ;423.0;au;1.0;421.0;female;Human Resources Manager;2012-12-01;2014-11-01;14935453;train
30.0;BE Campbell Group ;423.0;au;1.0;421.0;female;Human Resources Coordinator;2009-07-01;2012-12-01;14935453;train
36.0;Morgan Lovell;500.0;au;1.0;669.0;female;Project Designer;2010-02-01;2010-07-01;14946388;train
36.0;Futurespace;500.0;au;1.0;669.0;female;Interior Designer;2007-02-01;2009-08-01;14946388;train
36.0;Futurespace;500.0;au;1.0;669.0;female;Senior Associate;2011-11-01;;14946388;train
36.0;Artillery Architecture and Interior Design;500.0;au;1.0;669.0;female;Interior Designer;2010-08-01;2011-08-01;14946388;train
29.0;AlfaBit Pty Ltd;500.0;au;1.0;1104.0;male;Founder;2017-02-01;;14981365;train
29.0;University of Wollongong;500.0;au;1.0;1104.0;male;Postdoctoral Research Fellow;2013-08-01;2018-07-01;14981365;train
29.0;iSeeVC Pty Limited;500.0;au;1.0;1104.0;male;Head of Research;2015-09-01;2016-12-01;14981365;train
29.0;University of Wollongong;500.0;au;1.0;1104.0;male;Senior Telecommunications Engineer;2009-08-01;2013-08-01;14981365;train
29.0;Thiess DegrÃ©mont (Victorian Desalination Project);357.0;au;1.0;357.0;male;Undergraduate Civil Engineer;2011-11-01;2013-02-01;15005738;train
29.0;ICD Property;357.0;au;1.0;357.0;male;Assistant Development Manager;2016-09-01;;15005738;train
29.0;ICD Property;357.0;au;1.0;357.0;male;Research Manager;2015-11-01;2016-10-01;15005738;train
29.0;ICD Property;357.0;au;1.0;357.0;male;Research Assistant;2015-04-01;2015-10-01;15005738;train
45.0;Commonwealth Bank;500.0;au;1.0;887.0;male;Sales Manager NSW;2001-01-01;2002-05-01;15013788;train
45.0;National Australia Bank;500.0;au;1.0;887.0;male;Business Finance Manager;1996-01-01;1998-10-01;15013788;train
45.0;National Australia Bank;500.0;au;1.0;887.0;male;State Operations Manager;1993-01-01;1996-12-01;15013788;train
39.0;UrbanGrowth NSW;500.0;au;1.0;818.0;female;Policy Manager- Urban Strategy;2012-11-01;2013-12-01;15061145;train
39.0;UrbanGrowth NSW;500.0;au;1.0;818.0;female;Government Relations Manager- WestConnex Revitalisation;2013-08-01;2014-05-01;15061145;train
39.0;UrbanGrowth NSW;500.0;au;1.0;818.0;female;Government Relations Manager;2014-05-01;2015-04-01;15061145;train
39.0;UrbanGrowth NSW;500.0;au;1.0;818.0;female;Senior Manager- Government and Industry Relations;2015-04-01;2018-04-01;15061145;train
30.0;Specsavers;500.0;au;1.0;983.0;male;Senior Financial Accountant;2013-01-01;;15084228;train
30.0;Specsavers;500.0;au;1.0;983.0;male;Assistant Accountant;2011-10-01;2013-01-01;15084228;train
30.0;McDonald's;500.0;au;1.0;983.0;male;Manager;2007-03-01;2011-02-01;15084228;train
30.0;Jetstar Airways;500.0;au;1.0;983.0;male;Administrative Executive;2011-03-01;2011-10-01;15084228;train
42.0;Constructive;500.0;au;1.0;5328.0;male;Associate Director - Building;2007-10-01;;15085328;train
42.0;Options Employment;500.0;au;1.0;5328.0;male;Recruitment Consultant/ Team Leader;2003-09-01;2007-09-01;15085328;train
42.0;Beresford Blake Thomas;500.0;au;1.0;5328.0;male;Recruitment Consultant;2000-12-01;2003-09-01;15085328;train
46.0;Quantum Property Group Ltd.;266.0;au;1.0;269.0;male;Asset Delivery and Marketing Improvement Manager;2014-01-01;2017-02-01;15097303;train
46.0;Nicheliving;266.0;au;1.0;269.0;male;Property Advisor;2017-08-01;2018-08-01;15097303;train
46.0;Nicheliving;266.0;au;1.0;269.0;male;Tenders Manager;2018-08-01;;15097303;train
36.0;My Info Tech Partner;398.0;au;1.0;395.0;male;Managing Director;2016-04-01;;15106260;train
36.0;Pilbara Car & Truck Rentals;398.0;au;1.0;395.0;male;IT Manager;2015-08-01;2017-05-01;15106260;train
36.0;it.com.au - IT's all about you;398.0;au;1.0;395.0;male;Senior Network Engineer;2014-03-01;2015-08-01;15106260;train
36.0;Ruah Community Services;398.0;au;1.0;395.0;male;IT Project Officer;2011-05-01;2011-08-01;15106260;train
43.0;Canon Australia;329.0;au;1.0;325.0;male;Commercial Account Manager;2013-08-01;;15169256;train
43.0;Fuji Xerox Australia;329.0;au;1.0;325.0;male;Sales Executive;2010-08-01;2013-05-01;15169256;train
43.0;Hewlett Packard Enterprise;329.0;au;1.0;325.0;male;Account Manager;2006-01-01;2007-05-01;15169256;train
43.0;Tech Pacific;329.0;au;1.0;325.0;male;Product Manager;2000-02-01;2004-04-01;15169256;train
37.0;Australia Post;500.0;au;1.0;650.0;;Enterprise Leadership Manager;2011-06-01;2015-05-01;15176218;train
26.0;Macquarie Telecom Group;470.0;au;1.0;472.0;male;Service Delivery Manager;2013-10-01;2016-11-01;15176531;train
26.0;Lexmark International (Asia Pacific);470.0;au;1.0;472.0;male;Service Coordinator;2012-06-01;2013-10-01;15176531;train
26.0;Optus;470.0;au;1.0;472.0;male;Technical Support/ SME;2011-02-01;2012-06-01;15176531;train
26.0;Macquarie Telecom Group;470.0;au;1.0;472.0;male;Product Manager;2016-12-01;;15176531;train
28.0;InMobi;425.0;au;1.0;423.0;male;Account Manager;2014-10-01;2016-06-01;15225973;train
28.0;InMobi;425.0;au;1.0;423.0;male;Account Coordinator;2014-07-01;2014-10-01;15225973;train
28.0;InMobi;425.0;au;1.0;423.0;male;Intern;2014-05-01;2014-07-01;15225973;train
28.0;InMobi;425.0;au;1.0;423.0;male;Sales Manager;2016-06-01;;15225973;train
42.0;Mercy Community;334.0;au;1.0;333.0;;Research, Evaluation, and Publications Manager;1991-07-01;2015-09-01;15256412;train
42.0;Mercy Community;334.0;au;1.0;333.0;;Senior Research and Evaluation Consultant;2015-09-01;;15256412;train
30.0;RMIT University;500.0;au;1.0;685.0;male;Student Advisor;2012-02-01;2015-07-01;15286394;train
30.0;MONEY3;500.0;au;1.0;685.0;male;SQL & Reporting Developer;2016-08-01;2017-01-01;15286394;train
30.0;Latitude Financial Services;500.0;au;1.0;685.0;male;Junior Business Intelligence Developer;2017-01-01;;15286394;train
30.0;MONEY3;500.0;au;1.0;685.0;male;Junior SQL Developer;2015-05-01;2016-08-01;15286394;train
26.0;Officeworks;428.0;au;1.0;430.0;male;Salesperson;2008-10-01;2016-06-01;15295343;train
26.0;SA Wealth Group;428.0;au;1.0;430.0;male;Wealth Advisor;2016-02-01;;15295343;train
26.0;SA Wealth Group;428.0;au;1.0;430.0;male;Wealth Adviser & Finance Broker at SA Wealth Group;2016-01-01;;15295343;train
44.0;Know My Business;500.0;au;1.0;2450.0;female;GM Operations and Business Development;2015-04-01;2016-10-01;15296387;train
44.0;TruBlu Travelling;500.0;au;1.0;2450.0;female;Operations Management and Major Accounts Support;2013-12-01;2016-10-01;15296387;train
44.0;All my Admin;500.0;au;1.0;2450.0;female;Managing Director;2012-10-01;;15296387;train
44.0;Know My Life;500.0;au;1.0;2450.0;female;Head Storyteller;2015-08-01;;15296387;train
39.0;Cairns Regional Council;117.0;au;1.0;116.0;female;Team Leader Application Support (Temp Role);2014-06-01;2014-10-01;15318442;train
39.0;Cairns Regional Council;117.0;au;1.0;116.0;female;Senior ICT Officer;2003-12-01;;15318442;train
39.0;James Cook University;117.0;au;1.0;116.0;female;Sessional Lecturer, Subject Coordinator and Tutor;2002-07-01;2004-11-01;15318442;train
39.0;Tourism Tropical North Queensland (TTNQ);117.0;au;1.0;116.0;female;IT Coordinator;2002-01-01;2003-02-01;15318442;train
23.0;KPMG China;452.0;au;1.0;453.0;male;Actuarial Intern;2017-01-01;2017-02-01;15325109;train
23.0;MTU Maintenance;452.0;au;1.0;453.0;male;Management Consultant;2017-06-01;2017-07-01;15325109;train
23.0;Actuarial Students' Society;452.0;au;1.0;453.0;male;Secretary;2016-10-01;2017-10-01;15325109;train
23.0;Quantium;452.0;au;1.0;453.0;male;Casual Analyst;2016-10-01;2018-09-01;15325109;train
34.0;Zebra Creative;500.0;au;1.0;713.0;;Project Manager;2015-01-01;2015-09-01;15343932;train
34.0;Bespoke Communicatons;500.0;au;1.0;713.0;;Director;2014-11-01;;15343932;train
34.0;Lendlease;500.0;au;1.0;713.0;;Project Manager, Communities;2016-05-01;2017-09-01;15343932;train
34.0;Stockland;500.0;au;1.0;713.0;;Marketing Manager;2012-02-01;2012-12-01;15343932;train
24.0;Brokat Creative Pty Ltd.;109.0;au;1.0;108.0;female;Design Intern;2016-10-01;2017-01-01;15357156;train
24.0;Boldly;109.0;au;1.0;108.0;female;Graphic and Digital Designer;2018-05-01;;15357156;train
24.0;Brokat Creative Pty Ltd.;109.0;au;1.0;108.0;female;Graphic Designer;2017-02-01;2018-02-01;15357156;train
36.0;Infosys;415.0;au;1.0;415.0;female;Senior Project Manager;2005-08-01;;15412023;train
46.0;Office of Environment and Heritage (NSW);259.0;au;1.0;263.0;female;Conservation Assessment Officer (part-time);2015-06-01;2017-01-01;15424287;train
46.0;University of Canberra;259.0;au;1.0;263.0;female;PhD Candidate;2014-02-01;;15424287;train
46.0;Sydney Living Museums (Historic Houses Trust of NSW);259.0;au;1.0;263.0;female;Guest Curator;2017-01-01;2017-08-01;15424287;train
46.0;University of Canberra;259.0;au;1.0;263.0;female;Research Assistant;2014-07-01;2015-07-01;15424287;train
43.0;Asylum Seeker Resource Centre;500.0;au;1.0;625.0;female;Director;2015-07-01;;15430033;train
43.0;School for Social Entrepreneurs (SSE) Australia;500.0;au;1.0;625.0;female;Tutor;2010-03-01;2012-03-01;15430033;train
43.0;Asylum Seeker Resource Centre;500.0;au;1.0;625.0;female;Director;2010-03-01;2013-11-01;15430033;train
43.0;Asylum Seeker Resource Centre;500.0;au;1.0;625.0;female;Advocacy and Education Manager;2014-09-01;2015-07-01;15430033;train
24.0;Straddl;210.0;au;0.0;0.0;female;Content Editor;2017-02-01;2017-06-01;15445020;train
24.0;QUT (Queensland University of Technology);210.0;au;0.0;0.0;female;Peer Career Ambassador;2016-07-01;2017-11-01;15445020;train
24.0;P4 Group;210.0;au;0.0;0.0;female;Marketing & Public Relations Intern;2017-07-01;2017-10-01;15445020;train
24.0;Westpac;210.0;au;0.0;0.0;female;Teller;2016-04-01;2018-01-01;15445020;train
48.0;Advocate Private Wealth;500.0;au;1.0;948.0;male;Executive Adviser and Director;2011-07-01;;15451135;train
40.0;Thames Reach;106.0;au;1.0;106.0;female;Support Work Coordinator/Deputy Manager;2006-01-01;2008-03-01;15466236;train
36.0;Qantas;500.0;au;1.0;5890.0;;Senior Hybris Developer;2013-11-01;2014-08-01;15522297;train
36.0;Belong;500.0;au;1.0;5890.0;;Senior Devops;2015-12-01;2017-03-01;15522297;train
36.0;Fujitsu Australia Limited;500.0;au;1.0;5890.0;;Hybris Specialist;2015-01-01;2015-12-01;15522297;train
36.0;RXP Services;500.0;au;1.0;5890.0;;Senior AEM Consultant;2014-08-01;2015-12-01;15522297;train
40.0;Bond University;500.0;au;1.0;978.0;male;Senior Web Developer;2014-06-01;2016-09-01;15527617;train
40.0;Ingenysys;500.0;au;1.0;978.0;male;Lead Software Developer;2016-09-01;2018-03-01;15527617;train
40.0;Ingenysys;500.0;au;1.0;978.0;male;Software Developer;2016-09-01;2017-04-01;15527617;train
40.0;Digistorm;500.0;au;1.0;978.0;male;Senior PHP Developer;2014-04-01;2014-06-01;15527617;train
34.0;UniversitÃ© de Strasbourg;500.0;au;1.0;558.0;male;Teaching assistant;2011-10-01;2012-01-01;15570033;train
34.0;Monash University;500.0;au;1.0;558.0;male;Research Fellow;2012-10-01;2016-07-01;15570033;train
34.0;Centre National d'Études Spatiales;500.0;au;1.0;558.0;male;PHD Researcher;2009-10-01;2012-09-01;15570033;train
34.0;Monash University;500.0;au;1.0;558.0;male;Senior Research Fellow;2016-08-01;;15570033;train
29.0;University of Technology Sydney;210.0;au;1.0;209.0;;Casual Academic | Lecturer | Demonstrator;2012-02-01;;15591444;train
29.0;University of Technology Sydney;210.0;au;1.0;209.0;;Associate Lecturer;2016-03-01;;15591444;train
33.0;Foundation Engineering Group (FEG);315.0;au;1.0;312.0;male;Lead Structural Engineer;2015-06-01;2017-06-01;15594215;train
33.0;Intrax Consulting Engineers Pty Ltd;315.0;au;1.0;312.0;male;Structural Engineer Contractor;2015-05-01;2015-05-01;15594215;train
33.0;Structerre Consulting Engineers;315.0;au;1.0;312.0;male;Structural Engineer;2012-01-01;2015-04-01;15594215;train
33.0;Knauf;315.0;au;1.0;312.0;male;State Specification Account Manager;2017-06-01;2018-06-01;15594215;train
44.0;South32;500.0;au;1.0;1163.0;male;Manager IT Security, Risk and Compliance;2015-06-01;2016-02-01;15601426;train
44.0;South32;500.0;au;1.0;1163.0;male;Manager IT Security;2015-06-01;2015-06-01;15601426;train
44.0;South32;500.0;au;1.0;1163.0;male;Manager IT Risk, Compliance and Investigations;2016-02-01;2018-12-01;15601426;train
44.0;Deloitte Australia;500.0;au;1.0;1163.0;male;Director, Risk Services;2012-02-01;2015-06-01;15601426;train
45.0;City of Sydney;500.0;au;1.0;1214.0;female;Sustainability Program Leader - Buildings;2011-08-01;;15616960;train
58.0;DLA Piper;500.0;au;1.0;2322.0;male;Partner;1993-01-01;2007-05-01;15655690;train
58.0;Holman Webb Lawyers;500.0;au;1.0;2322.0;male;Partner;2016-07-01;;15655690;train
58.0;TressCox Lawyers;500.0;au;1.0;2322.0;male;Partner;2007-10-01;2016-06-01;15655690;train
24.0;Curtin Marketing Association;254.0;au;1.0;254.0;female;Event Manager;2015-08-01;2016-06-01;15671609;train
24.0;International On The Water Hotel;254.0;au;1.0;254.0;female;Events Manager;2018-04-01;;15671609;train
24.0;Curtin Marketing Association;254.0;au;1.0;254.0;female;Vice President;2016-07-01;2016-12-01;15671609;train
60.0;Western Power;500.0;au;1.0;11463.0;male;Enterprise Portfolio Management Office (EPMO) Manager;2014-07-01;2016-10-01;15673236;train
60.0;Pacific National;500.0;au;1.0;11463.0;male;Portfolio Management Office (PMO) Manager;2017-04-01;2017-09-01;15673236;train
60.0;Projetics;500.0;au;1.0;11463.0;male;Director;2013-10-01;2018-10-01;15673236;train
60.0;Project Management Institute;500.0;au;1.0;11463.0;male;President;2016-12-01;2017-03-01;15673236;train
31.0;Thirdi Group;500.0;au;1.0;854.0;female;General Manager;2017-03-01;;15727210;train
31.0;Thirdi Group;500.0;au;1.0;854.0;female;General Manager;2010-04-01;;15727210;train
31.0;Thirdi Group;500.0;au;1.0;854.0;female;Project Manager;2010-04-01;2014-11-01;15727210;train
31.0;Thirdi Group;500.0;au;1.0;854.0;female;Special Projects;2014-11-01;2015-11-01;15727210;train
54.0;Belt Collins;500.0;au;1.0;4081.0;male;Managing Director Australia;1992-01-01;1998-07-01;15731125;train
54.0;McGregor Coxall;500.0;au;1.0;4081.0;male;Founder & CEO;1998-01-01;;15731125;train
46.0;McKinsey & Company;500.0;au;1.0;1820.0;male;Partner;1999-07-01;2013-06-01;15852414;train
46.0;A.T. Kearney;500.0;au;1.0;1820.0;male;Partner;2013-07-01;2017-02-01;15852414;train
46.0;A.T. Kearney;500.0;au;1.0;1820.0;male;Partner & Managing Director (Country Head);2017-03-01;;15852414;train
46.0;RMIT University;500.0;au;0.0;505.0;male;Project Manager;2016-10-01;2018-09-01;15881639;train
46.0;ANZ;500.0;au;0.0;505.0;male;Senior Project Manager;2010-01-01;2014-08-01;15881639;train
46.0;Telstra;500.0;au;0.0;505.0;male;Project Manager;2014-09-01;2015-09-01;15881639;train
46.0;Sportsbet;500.0;au;0.0;505.0;male;Project Manager;2015-01-01;2016-09-01;15881639;train
27.0;Qantas;307.0;au;1.0;307.0;male;Aircraft Development Engineer;2016-03-01;2016-07-01;15909660;train
27.0;Qantas;307.0;au;1.0;307.0;male;Winter School Student Intern;2015-03-01;2016-02-01;15909660;train
27.0;Qantas;307.0;au;1.0;307.0;male;Optimisation Engineer;2016-07-01;2017-06-01;15909660;train
27.0;AIAA;307.0;au;1.0;307.0;male;Sydney Section Councillor and Social Media Lead;2016-04-01;;15909660;train
35.0;Ramp RFID Solutions;500.0;au;1.0;5873.0;female;Sales and Marketing Manager;2014-01-01;2016-02-01;15919496;train
35.0;Make It Cheaper Australia;500.0;au;1.0;5873.0;female;Marketing Manager;2017-08-01;;15919496;train
35.0;TourChief.com;500.0;au;1.0;5873.0;female;Partner Relationship Manager;2013-02-01;2014-01-01;15919496;train
35.0;Aimia Inc;500.0;au;1.0;5873.0;female;National Sales and Marketing Manager;2016-02-01;2017-08-01;15919496;train
38.0;Film and Television Industry;145.0;au;1.0;146.0;male;Freelance Art Department;2005-01-01;2013-12-01;15942643;train
38.0;Büro North;145.0;au;1.0;146.0;male;Senior Designer;2017-02-01;2018-01-01;15942643;train
38.0;Adherettes Group;145.0;au;1.0;146.0;male;Senior Industrial Designer;2015-02-01;2017-03-01;15942643;train
38.0;Proen Design Australia;145.0;au;1.0;146.0;male;Industrial Designer;2010-01-01;2013-01-01;15942643;train
49.0;SMEC;500.0;au;1.0;782.0;male;Senior Geotechnical Engineer;2010-12-01;2012-05-01;15944724;train
49.0;Coffey;500.0;au;1.0;782.0;male;Senior Mining Geotechnical Engineer;2004-05-01;2005-06-01;15944724;train
49.0;CMW Geosciences;500.0;au;1.0;782.0;male;Principal Geotechnical Engineer;2016-08-01;;15944724;train
22.0;Ventia Pty Ltd;500.0;au;1.0;856.0;female;Resourcing Advisor - Ichthys Project Onshore LNG Facilities - Temp Site Facilities Ops & Maint;2014-09-01;2015-04-01;15982715;train
22.0;Synaco Global;500.0;au;1.0;856.0;female;Senior Consultant;2016-09-01;2017-09-01;15982715;train
22.0;Kentz - Member of the SNC Lavalin Group;500.0;au;1.0;856.0;female;Recruitment Advisor;2015-04-01;2016-09-01;15982715;train
22.0;Synaco Global;500.0;au;1.0;856.0;female;National Perm Division Manager;2017-08-01;;15982715;train
23.0;UNSW;176.0;au;1.0;175.0;female;Computer Science Student;2015-02-01;;15997094;train
29.0;Murdoch University;500.0;au;1.0;616.0;female;Graduate Research & Projects Officer;2012-07-01;2015-08-01;16028455;train
29.0;Murdoch University;500.0;au;1.0;616.0;female;Administrative Officer - Research Institute Directors;2010-08-01;2011-02-01;16028455;train
29.0;Murdoch University;500.0;au;1.0;616.0;female;Team Leader, Graduate Research Office ;2015-09-01;;16028455;train
29.0;Murdoch University;500.0;au;1.0;616.0;female;HDR Liaison Officer;2011-02-01;2012-07-01;16028455;train
25.0;PLH Accountants;42.0;au;1.0;42.0;female;Senior Bookkeeper;2017-06-01;;16029906;train
25.0;DFK Crosbie;42.0;au;1.0;42.0;female;Senior Bookkeeper;2016-11-01;2017-06-01;16029906;train
27.0;Waste Initiatives;410.0;au;1.0;410.0;female;Accounts Manager;2016-04-01;;16069360;train
41.0;Grey Group;348.0;au;1.0;350.0;male;Database Developer;2005-03-01;2009-04-01;16127610;train
41.0;Grey Group;348.0;au;1.0;350.0;male;Team Leader;2009-04-01;2010-04-01;16127610;train
41.0;DT;348.0;au;1.0;350.0;male;Senior .Net Developer;2012-02-01;2016-11-01;16127610;train
41.0;Bupa;348.0;au;1.0;350.0;male;Senior Sitecore Developer;2016-11-01;;16127610;train
27.0;National Australia Bank;500.0;au;1.0;811.0;female;Graduate;2016-01-01;2017-07-01;16149171;train
27.0;National Australia Bank;500.0;au;1.0;811.0;female;NAB Graduate - Visa Migration;2016-07-01;2017-07-01;16149171;train
27.0;National Australia Bank;500.0;au;1.0;811.0;female;NAB Graduate - EPMO & Portfolio Services;2016-02-01;2016-07-01;16149171;train
27.0;National Australia Bank;500.0;au;1.0;811.0;female;Marketing Analyst, Cards;2017-07-01;2018-06-01;16149171;train
40.0;Nutrition Australia;500.0;au;1.0;978.0;female;CEO;2015-07-01;;16203243;train
40.0;Deakin University;500.0;au;1.0;978.0;female;Director;2015-09-01;;16203243;train
40.0;RMIT University;500.0;au;1.0;978.0;female;Casual lecturer & Casual Tutor;2005-07-01;2015-10-01;16203243;train
40.0;Nutrition Australia;500.0;au;1.0;978.0;female;Executive Officer (Public Health Nutritionist);2001-07-01;2015-06-01;16203243;train
46.0;TrewHealth Pty Ltd;500.0;au;1.0;1266.0;;Owner - Director;1999-01-01;;16214391;train
46.0;Bupa;500.0;au;1.0;1266.0;;Exercise Physiologist;1998-02-01;2000-01-01;16214391;train
